,uid,iid,rating,ts
41678,712,1564,5,886742486
65353,547,1615,3,877929471
923,776,1678,5,888471751
58790,132,1611,4,877475616
30688,543,766,3,882764262
54126,400,1644,5,888819662
34756,495,1322,5,889701636
3553,816,1441,3,890275266
42691,822,1240,2,883193039
42849,583,869,2,880014990
51722,182,1398,5,892238434
42102,414,1321,4,884429111
81596,732,1671,1,876112526
40022,906,688,4,892092270
65493,178,1428,3,891401853
3182,807,1027,4,889494721
2552,852,1486,5,877388052
26534,708,1491,5,881472044
55472,218,950,4,891865963
57941,790,868,3,888098434
7842,997,1401,3,889605369
15144,675,1520,4,891847080
8342,891,1409,3,880939971
6697,841,1414,1,880853403
29127,723,1650,3,879911822
843,905,1524,3,879564468
64901,185,1443,3,884688436
68587,298,1251,3,886135945
50584,303,1417,5,882990316
81991,345,682,3,887840961
27972,584,1174,5,893582396
24054,963,875,2,881283735
58494,167,1607,4,875404226
19647,709,1415,4,875201916
38134,505,1248,2,889005240
31998,778,1058,3,878549591
70829,906,1343,5,892089091
19439,613,1467,3,886851321
44738,541,1442,3,879929744
32819,941,1105,3,888571828
26917,504,227,3,876440718
30214,601,965,3,882712682
41496,453,1367,4,891650725
34224,859,1414,4,884952417
45424,347,1004,1,880521159
67279,668,952,4,888284555
61897,295,1485,2,883887041
53921,513,1008,5,883898604
70694,366,651,2,877386174
64464,449,1406,4,893143994
32550,668,1473,5,888728541
5657,746,1441,2,886839029
63346,84,919,3,881213621
82347,248,1431,5,891576621
19237,575,1209,2,890715217
43292,595,293,1,885916307
71698,149,723,3,876098703
82985,60,1008,4,886289821
21150,666,1355,2,891912347
82692,190,1372,5,885774805
61310,98,1442,3,879831279
21690,622,776,3,880700108
48793,417,1343,5,879752745
61031,394,1494,4,881295722
11632,862,1086,4,879392354
16729,746,1021,2,886840604
77244,251,1416,4,879214982
10441,802,1503,4,884576370
12528,697,937,4,879853489
2321,750,1500,5,883631544
67752,93,887,5,880526940
55078,440,1573,5,880344241
69991,712,1489,5,886742643
83355,292,1295,4,877694051
65635,655,1315,3,885361588
44651,329,1295,3,884404109
4552,724,953,4,875163618
38907,380,1412,4,890354622
35930,368,1498,4,879825882
75181,152,1050,4,887405992
21523,805,718,2,878203520
176,745,1483,2,883584770
70878,857,1412,5,888775756
34660,411,805,5,883720732
57396,709,1069,5,875239649
37111,507,958,3,884498423
17242,668,1526,5,888728036
50166,267,1579,3,879904893
4067,749,1568,5,886639811
27464,766,1307,2,892703278
23451,957,1221,4,876349535
8604,985,1691,4,879823805
38975,890,1134,4,887356744
19475,942,1524,4,884673106
20626,543,1229,4,882761591
58422,565,1253,3,884500485
78729,135,1245,4,880511782
14842,974,1550,3,891718920
41092,766,1634,3,892702935
55065,472,1406,3,888888608
30555,732,1641,5,875677452
26164,707,1154,1,889273097
17866,626,1446,3,880762170
19883,987,1028,1,882765084
61341,196,1085,5,879810468
24143,608,1641,4,891407219
3262,905,1674,3,880940121
80680,382,1213,4,891678056
13610,720,965,2,892068645
59472,391,823,5,887263819
72871,154,249,4,884316259
29405,512,1441,1,891661221
29557,757,1242,4,880355567
84570,154,1688,5,884315947
60171,242,1226,5,882344259
71819,244,1503,2,875197616
38769,793,1414,2,875872839
39004,668,1578,5,888307056
5271,695,1648,2,886691676
34742,376,1438,4,892329248
16830,693,1238,4,879652265
70488,204,1399,1,892980073
22245,603,1085,5,885717732
51574,347,1137,1,880521576
20678,963,1618,1,881284112
75470,164,1097,5,886122199
64577,261,1524,1,887327108
50808,227,1608,4,888908211
25006,728,1604,5,879823015
54466,335,568,2,884659832
12967,942,1650,4,884672498
44895,434,1537,5,882017792
22832,637,1049,3,891863852
32800,901,1462,4,886048786
14376,804,1692,5,881619923
66569,202,944,3,875664279
25777,608,1356,4,891405660
3666,898,1527,3,889171772
30560,595,554,2,885914894
72082,106,1641,5,882772567
70451,811,1543,4,893634035
971,816,1141,3,890278588
33966,483,1425,5,893028898
29865,440,1440,1,880346143
1038,708,1690,5,881472776
79627,743,1415,5,882418120
59684,107,1644,5,875197903
52487,779,1490,5,875613930
8339,799,1257,3,884480750
49061,292,827,5,893087135
72637,243,805,4,888811653
81345,196,1592,3,879811989
82804,479,1497,3,884846066
32119,512,1692,3,891663237
56745,699,1377,4,882443280
74672,135,1579,1,880512194
41938,423,1699,5,880838452
45839,303,1575,3,882990729
36533,745,1436,2,883583999
30645,489,820,5,890372948
71029,514,1292,3,880242651
79045,408,1229,4,882976404
7248,935,1527,3,879586021
51415,193,1315,4,892898519
57415,608,1519,5,891406307
66325,439,928,4,886176885
43029,378,1320,4,882961020
51939,276,1356,1,884125638
24262,679,574,3,879808030
53357,881,1414,5,875142456
64149,705,1699,4,879885750
79381,380,1294,4,890355243
14536,565,1007,3,884499288
28431,458,1631,4,886900722
702,692,1615,4,888109415
39062,555,1497,3,891356375
82988,965,1379,3,875827140
68443,747,1579,5,891996312
58650,930,1227,3,884434569
10640,898,1132,2,889169402
67060,800,1528,5,884496724
81282,620,1501,3,885847015
15960,984,1071,4,878088607
17346,849,1491,4,879892613
77446,759,1414,5,887617652
47678,565,1132,2,884500038
32961,463,1298,1,886399922
69163,594,1135,3,880500489
44165,296,1489,5,891766896
26552,993,1671,3,891721998
81931,433,1360,3,882794470
74656,553,1477,5,879224564
84833,336,1696,4,876894322
77249,553,1519,5,879222690
37918,521,1487,4,879829209
17857,594,692,4,879908079
52602,222,665,1,891172777
57253,458,741,3,886901141
50426,408,1022,2,882975860
53753,161,1577,3,876120730
59275,318,1483,4,888891751
49012,345,489,4,887795851
17077,543,925,3,882919191
80623,619,640,5,893065847
17510,543,670,2,882919304
46397,459,1112,4,884242852
48522,819,1584,1,879330720
77039,724,1605,5,875161009
46651,908,1498,3,876021975
82581,913,514,3,880245056
24376,792,704,3,883476854
30018,448,423,3,879590933
58061,291,1490,4,880216602
24962,684,970,4,881221945
49910,699,1280,3,882445455
11407,595,1468,4,885915484
1068,765,1425,5,890023720
22150,709,1231,5,875236082
29711,545,666,2,879478937
819,941,1579,4,888571483
7207,688,781,3,892067433
25076,660,1180,5,885359714
50249,747,1508,1,891997054
84158,66,1546,3,891559571
49351,526,1225,4,888283649
60329,550,1080,4,882767988
47538,251,1297,4,879218073
80392,117,1382,4,892086106
28830,544,1658,4,881741825
63888,318,1432,5,888886449
27273,871,818,2,883612832
80292,583,1549,5,880014633
84396,239,1437,1,876558120
60518,154,1528,4,884318004
60262,340,590,2,891569993
43323,993,1075,3,892499994
50736,537,1399,5,890304682
57717,655,963,3,885361588
3410,826,1583,5,886802306
16892,637,626,2,891865849
80714,63,1292,5,877137493
24387,527,1424,4,878525574
66270,135,1676,4,880511782
39694,891,1514,3,880940956
59647,666,1456,3,891913214
38947,910,1090,5,891751923
33386,415,434,3,891654229
58003,744,1656,4,882533063
43751,357,1527,4,891815833
60760,133,1202,4,880446571
60044,534,93,5,890652401
57376,136,1007,4,889256338
37480,405,706,4,887290067
3813,878,1486,2,879638846
26142,537,1686,1,890821245
73123,358,1295,3,885975116
66492,293,1612,3,886655501
60179,702,1174,5,884550743
8300,677,1520,5,879108027
67073,177,1299,4,878807535
81085,95,827,3,885351566
3571,702,1556,4,884551008
36825,655,1466,4,885360001
74781,987,933,1,882765181
83413,635,1381,4,891671864
69897,117,1473,3,892065100
45148,479,1692,3,884846084
45608,863,834,3,881801260
13941,744,866,3,882532126
59024,167,1672,3,875503383
30587,414,944,1,884435275
21576,664,968,3,878124526
4442,917,657,3,880676977
35719,609,1209,3,877767068
52121,329,836,3,884572897
23976,956,1541,3,878715803
1843,682,1653,2,884865025
29060,978,1525,4,879254852
66103,509,1584,5,891553379
83163,458,1299,3,886901363
39371,504,86,3,876438860
49519,295,1459,4,883796298
70748,285,1542,2,876333205
28762,688,1515,5,892067291
44817,598,1688,4,876634996
81660,251,1408,4,879214554
62391,202,1295,5,875664318
63599,340,1566,4,891567323
56076,619,1566,5,893064517
4063,873,1473,4,884733037
69950,423,1504,5,880842527
39619,463,1635,3,886398937
27537,565,914,4,884501827
59146,130,1652,4,875418773
8188,731,1256,3,891820141
19210,649,1373,5,883724854
29426,972,1473,4,882329563
73289,989,1399,4,892270327
20104,848,659,5,882845742
60174,218,1434,1,891867089
63757,119,1597,1,876904915
15940,778,1419,3,878552766
34598,534,1611,3,890652989
23344,607,442,3,888112858
63480,289,1565,4,880360615
40049,345,654,3,887798949
36585,591,1082,4,881475181
41527,352,1229,4,882579855
15120,654,1295,3,886642268
6457,627,1301,3,877473844
64057,540,1402,2,883280610
5181,864,1477,4,883216990
65881,273,263,2,884081252
57693,599,1567,4,891401017
31233,439,676,3,886175053
82833,799,345,1,884479807
40610,881,1295,4,875143985
61775,691,1414,4,877738553
42399,334,1044,4,880507290
4253,682,1219,4,884864326
75428,787,1503,5,879323877
11930,772,1045,4,889756659
77114,141,1685,4,886144226
60457,487,1448,5,885431719
38289,471,1374,4,882903474
72641,543,1555,3,882918168
76020,434,1469,1,882019487
29737,584,1109,5,893581065
57869,382,1466,4,891675884
22238,941,1645,5,888572723
59631,120,1472,3,880536013
72285,317,1399,2,893651898
73438,262,1511,4,875719574
72536,455,1297,5,880267550
36393,458,1470,4,886901944
20466,675,1698,1,891846942
32174,703,1412,3,875323301
57803,499,1479,3,883716181
69039,117,1141,3,892063862
39674,514,1423,3,880242588
27270,992,1526,5,879730353
11050,859,828,1,886815868
62153,413,1406,3,893239367
64504,875,1495,5,879822515
14419,563,1045,4,881370115
56779,468,1390,4,889002972
47053,638,675,2,885387916
18888,637,1257,4,891868504
84881,109,834,5,883857667
82196,982,1650,4,880498325
51156,784,1304,3,880613430
30198,977,1476,5,875152808
55864,565,1379,3,890090340
82496,247,1602,5,891769536
993,917,1157,2,888033615
60586,465,1275,5,879986508
35367,464,1158,1,882733046
71139,423,932,3,880842957
38588,337,1289,3,889861047
67729,293,1004,4,880429575
7406,875,1627,5,893206458
36954,499,1412,4,883714864
24066,521,1045,4,879829129
33472,870,1264,3,876169743
21304,804,1498,3,881619898
78069,131,1447,4,884861449
76900,444,1376,4,882503975
83057,458,1268,5,886900722
64489,872,1442,2,880334469
59293,870,1605,5,875585037
60735,612,1398,5,886806292
44226,841,1450,3,882048158
8155,707,1220,5,889273855
6495,670,1662,4,876915118
7941,822,1602,5,883195114
6463,787,1186,5,879324300
1931,790,1445,4,888099012
3068,859,768,3,884953298
33570,696,1589,3,885336434
60212,408,690,5,882976527
67256,606,1028,3,881256710
82855,542,1425,5,886762641
70149,993,1273,5,891720390
8853,987,884,1,882765153
60855,620,1485,3,885847333
67069,511,1455,3,891735008
21142,938,1146,1,879743732
49640,291,1526,5,880216566
26156,928,1036,3,880405190
15936,732,1662,1,876112398
73413,646,729,3,891585652
19877,870,931,3,880764711
6677,756,1509,5,880973936
47245,379,1402,4,884169873
3740,709,930,4,875202969
58914,363,1425,3,883271361
25485,687,860,2,891396530
68448,513,1636,5,883814029
66403,289,1566,5,876646974
68000,193,1103,4,893073447
85528,130,1111,4,880952704
28883,937,1024,3,876115640
14087,793,1120,3,880033402
41609,639,1532,4,879808556
75378,345,1481,2,890865823
41213,295,1122,3,883796446
59822,339,1629,4,876383700
6535,910,1497,5,891752781
66244,528,621,4,884272530
24427,805,1374,3,887807570
45164,382,1689,4,891675433
51694,680,1517,4,885117425
65432,253,1217,5,889007488
19771,668,1407,4,888284794
76548,297,952,3,875610451
32650,528,1496,5,876348993
58672,243,1669,4,888813740
48436,982,743,3,880500358
321,806,930,4,879893512
67807,375,1696,4,892368542
59484,167,684,1,875501628
80063,822,819,2,887046654
18670,741,1515,4,875092951
15724,938,1430,2,879740079
76692,270,1372,2,880678371
2958,733,1141,3,879340784
11825,591,1501,4,881475287
31027,686,1138,4,878259130
50149,392,1252,5,880774763
67833,119,1176,4,876905995
70502,108,1600,5,886975812
51253,992,1519,4,879730353
44216,657,661,5,876772859
19131,595,1126,1,885914894
74459,245,1455,4,882938051
67688,242,1692,5,882343747
58323,416,1539,4,886146340
78179,777,1223,3,891918314
47172,473,1172,3,879824274
58399,185,1498,4,879062511
27964,494,1038,5,878413021
41412,502,1488,3,882326408
64510,926,1192,4,888701712
33058,548,297,1,876243442
40874,936,1316,2,890108537
32623,670,1049,5,876915481
54739,439,1273,4,886175654
50109,324,1382,5,893054629
47551,352,1180,4,884735708
5376,870,1075,5,876169920
56390,342,599,4,875516165
13924,714,908,3,877900400
11757,707,834,3,889273492
65838,104,935,4,887528920
60609,383,679,4,884156900
83245,366,956,5,877386295
72145,304,1691,5,886772787
44762,329,1402,4,875757357
63910,119,961,4,876907261
70082,413,1367,4,893239201
72985,322,1424,5,879913122
72134,446,1567,4,876737442
85633,324,1445,5,893054518
37655,371,1368,4,880484892
74933,114,1521,2,876400843
30401,990,1495,5,878256982
57967,468,769,3,892888866
39179,695,1418,3,886691976
47733,358,664,4,885974404
16672,563,1048,4,881370153
18453,910,1068,5,891752283
31433,669,1462,4,877564553
49219,905,1008,4,879566652
48046,714,1328,4,877900853
67734,252,1511,4,879822919
27501,750,1600,5,878457956
52077,381,1354,3,886321792
6992,737,1406,2,891665500
47839,724,1672,4,875155611
4031,987,1068,3,884906834
39007,463,1273,4,886399001
81355,385,1225,4,879816089
28810,566,548,5,887092803
60124,549,1373,4,879380750
75520,79,1331,1,879748498
35371,473,1157,4,879823910
44549,709,491,1,875454478
61866,668,1445,4,888306500
17603,637,1143,1,891864273
17387,884,828,3,876820398
1523,756,1463,5,880970504
28552,666,1395,2,891912305
19274,760,1428,5,886143706
6630,987,846,1,882765084
70205,119,1579,5,876904561
32447,766,1212,4,892446556
66930,778,1158,2,878552007
10579,879,1069,4,891756162
71509,318,1504,5,888891751
32294,651,1375,3,879833496
22809,619,739,3,893064786
72247,212,1154,3,881239599
12138,800,289,3,884498459
62278,555,1240,2,891568794
39662,609,928,2,877767200
57048,345,1519,3,887793771
37334,452,1677,5,891412580
30759,542,630,4,886764133
9372,786,1678,3,891912370
63993,204,1568,4,893030392
62324,605,1277,5,884132912
74021,290,1268,5,882432604
17444,904,1515,5,884772036
74392,108,1379,5,886978511
60136,176,1406,3,877389172
18151,987,1649,3,882767589
49579,431,1414,5,880161161
17647,601,1472,2,882715953
17139,626,1490,4,880763372
72869,680,648,2,885117267
34944,688,1213,5,892067825
9347,705,1459,5,879886970
23944,756,621,2,880973503
60408,249,1215,4,889502653
57919,360,1530,5,875145753
41201,463,1419,1,886398451
70634,186,1482,3,885779200
46468,942,1333,5,892611223
59869,146,1678,2,883181861
50347,288,858,3,875325330
53737,778,1073,3,878551343
72963,407,965,4,886561770
15286,737,1172,4,891667024
56623,496,927,3,888278106
81022,392,1532,1,880771980
50236,325,1050,5,889858141
53376,566,772,5,887093083
1563,858,1511,4,889008487
48142,706,1377,3,878186899
59902,545,1577,3,879479875
83038,175,1080,3,889389304
49986,642,434,4,891638114
29684,532,1088,4,875662719
75503,297,1424,3,875611134
32863,886,1217,4,881628416
4580,945,611,1,878544304
2215,915,991,5,880197111
47885,345,869,2,887932719
9797,769,1579,4,880334779
66707,301,1457,2,879515767
1056,850,1375,1,879115492
14001,778,1042,3,881427848
74346,400,461,2,888820734
34875,560,109,5,891916737
75601,492,1249,3,884145451
53207,284,1277,4,880163666
24705,576,1573,4,881227663
12839,732,1216,4,876882001
25796,795,825,2,888652702
69205,427,1424,3,886212134
74828,658,1611,3,875687260
71769,165,1504,5,891401343
44759,433,1508,4,882794191
26082,908,1196,3,876021220
56518,428,1576,5,879817780
67044,227,1687,4,888907641
4772,765,1431,4,890022700
83446,951,998,3,888434784
71686,441,1495,5,891401975
64574,123,952,4,883044593
26752,479,1498,3,884846700
79047,291,1427,4,880215856
57352,269,1568,3,886550802
40039,449,1695,4,893151484
24125,895,1429,2,889582415
79040,362,1512,3,877063165
29576,592,1388,3,890048243
57037,653,1331,4,882021470
51128,733,1121,3,879341296
40756,757,1678,3,880356274
72556,921,1389,4,891639448
31596,656,1612,3,885269573
79388,287,948,2,889250446
26642,533,1576,5,879900704
38589,378,1535,5,882960108
60893,366,1412,3,876097348
35770,486,1686,3,875686501
2794,805,1473,3,889105516
15729,594,874,3,879908445
72950,587,1367,2,880337103
37838,870,1122,5,878905851
31081,550,528,5,882741401
83669,145,1191,3,880193783
6566,982,1643,4,880499100
67746,457,526,3,877263151
68686,448,605,3,879590908
3080,692,1174,3,888107596
14884,701,568,1,878248366
73529,129,678,3,888560859
58055,376,1103,3,880161299
21698,957,1431,5,888545563
82291,406,1408,3,875149034
45377,295,1579,5,883795649
7982,940,1639,4,883694822
215,819,1103,3,879331446
27078,489,1406,4,890373181
26712,516,1278,3,891563995
17591,595,309,1,885917959
38884,350,1634,3,891752455
17594,910,1573,4,891751731
34697,358,1630,2,886500359
80616,653,1514,5,882022082
54941,412,1469,4,890397157
78829,341,1482,4,891752968
45143,397,217,5,892324453
67090,495,1441,3,888999378
32827,995,1263,1,879212593
73291,140,1010,4,877118591
64403,742,823,3,886069214
6771,993,1618,3,891719641
42482,439,1035,3,886178479
80286,306,1218,5,876096605
77942,619,1504,5,893065253
72681,104,1636,4,887527096
77805,434,1204,5,882017598
31196,906,478,3,892092018
71183,124,1424,4,879796524
55481,350,1621,3,891738094
64726,378,1119,4,883038732
29017,590,1353,1,888994708
24660,609,1041,4,877767378
31639,459,1557,4,884242815
44796,732,1492,4,875677600
21179,563,1217,5,880510132
84590,331,1448,2,892918035
43388,345,1298,2,887799189
64666,77,1463,4,880756078
10909,956,1582,3,878709367
16331,609,952,3,877766789
76080,352,1637,4,885250273
41800,607,265,3,890099991
44744,516,954,4,891563349
23440,987,1545,2,882767785
76946,224,1602,4,891997007
62845,270,1424,3,880678560
35115,446,1621,5,876918661
63809,503,1638,4,879679083
22953,639,1530,5,879808775
43026,584,1419,5,893581273
44980,476,587,3,885004406
9063,815,1672,5,883892598
41544,305,1400,1,889173937
37374,350,1650,5,891740402
70060,174,1146,4,886058919
75920,468,1580,2,888998912
50605,301,1479,4,879250837
71530,318,987,3,888885707
48130,463,1577,2,886398279
81603,63,1445,3,877137493
14469,819,1442,3,879329879
6800,751,1579,3,879940875
12134,658,1480,1,875352625
51291,463,1177,3,886398852
18542,615,176,5,879813832
45868,288,1202,3,875098105
15781,783,472,2,889438220
73627,978,1650,5,879255935
3603,760,1412,5,886143706
28318,674,1266,5,880243373
11353,999,1570,3,875440172
61652,697,1268,3,879836444
61829,442,1417,3,879804267
30350,418,1454,4,883329252
60774,284,1307,3,880164766
8258,797,1699,3,880802554
68240,77,1526,5,880757042
4041,724,1472,4,881281970
31708,799,1035,2,884482940
69448,195,1231,4,882066413
80669,841,548,4,880925634
216,877,853,4,880241363
17793,826,626,4,886882699
47179,520,312,4,891575835
44321,922,1463,5,880002434
58642,544,1573,5,881741189
43260,578,1571,4,875498009
58597,226,1470,2,888925407
18158,673,1699,4,888113792
63651,662,1203,3,879806335
13682,756,1445,2,880972247
62,930,1116,3,884518406
65377,120,1560,4,880611171
4905,635,1591,2,891672276
27194,915,1601,5,881206476
130,862,1579,4,879391728
16117,767,1185,5,875876250
48983,473,1029,5,879824043
77224,302,845,2,886735785
23784,534,1698,1,890652989
3801,817,1217,5,892691622
68561,226,1307,1,888924260
26821,982,1196,5,880498110
55158,400,1469,3,888820322
84734,61,1685,5,880629264
20684,505,1526,5,889000489
4889,945,1611,5,878544568
8002,637,1145,1,891867090
57570,254,1470,1,885443507
70579,719,1377,3,881568959
70969,108,1612,4,886978054
64168,555,1411,1,891567680
80938,221,1396,3,875869424
75349,97,1004,3,891400076
40408,378,1644,5,882960273
18684,558,827,2,883756290
16897,583,931,1,881321241
36185,731,1527,1,891817599
42298,345,1128,2,888019319
53837,987,894,5,882508596
14876,867,1406,3,890957022
43405,646,1319,5,891586021
47154,392,1528,1,880774097
13723,637,1545,2,891865882
71408,111,1605,4,880546512
5573,784,1496,4,881800693
3925,987,806,1,884038912
57262,512,1202,3,891662877
1621,691,1367,3,877738589
58668,123,751,3,883045610
49349,826,1314,1,886883300
4591,670,1125,4,876915335
70871,934,1165,4,883970214
64234,622,751,3,880424488
1841,794,797,2,888548188
19922,724,1290,4,875154856
67958,136,1199,3,889260006
3932,712,1498,5,889593705
19745,549,1017,1,879380640
84704,672,1229,3,885416174
79652,138,1180,4,879672654
54122,532,1693,3,875648384
57544,172,970,3,891405142
69200,137,1354,5,889657081
74713,66,1698,4,891560257
77023,399,1284,3,876718853
77748,819,334,1,879330370
47724,329,775,3,884317951
67388,764,1565,2,890484203
56910,395,1557,1,879792515
2948,778,728,2,881427928
18616,615,1619,3,879810198
64218,103,1557,5,880359239
30753,920,1440,1,883973385
23452,714,1476,5,890019719
18612,526,1632,3,888294974
47925,626,1544,2,880764066
23051,976,1520,5,875691017
38191,378,397,2,883040230
41179,621,1266,3,881329842
61491,130,1683,4,880952922
18732,689,1377,3,884732309
52033,699,1482,4,882444813
22599,736,345,4,886492587
63194,833,1146,1,893106407
44412,368,1277,4,879827173
56671,175,409,2,889389428
78266,761,1191,5,889548241
68629,68,188,5,891617208
23354,982,1500,3,880499945
64341,378,1538,3,883038559
78349,345,462,2,888843013
18304,563,1037,5,880509254
10048,856,1681,4,888472099
15015,613,1567,2,886848653
23396,731,1623,1,891819544
47241,677,938,4,879107658
62414,298,1017,1,886135746
61329,732,1514,3,875678481
20342,926,1387,5,888701389
80432,84,910,2,881213960
36262,583,1187,5,880015750
49841,584,1382,5,893581719
71631,915,1295,2,879821188
2207,995,1459,1,876089118
35415,855,1050,4,875641290
32582,382,1518,4,891675459
41561,766,1257,3,892702249
72659,999,1502,5,878910887
60313,337,1018,3,889860061
20841,595,589,1,885915530
29619,433,569,4,882794771
54105,212,1179,4,881238115
49501,259,1630,4,891824743
71998,603,1411,3,885717518
81631,687,1124,3,891396642
16309,890,512,4,887356988
67252,290,1367,3,882431537
44504,724,219,2,878302616
47985,283,1409,4,885010649
76544,553,1617,5,879224628
39257,668,1528,5,888466258
77085,108,1568,5,886977067
51304,457,1566,5,875231137
84255,768,1275,4,888917960
18097,563,990,4,880508992
2254,732,1296,4,875677600
29389,812,1232,4,875441499
43037,766,1190,4,892448010
69068,58,1507,5,891651213
51653,618,1677,5,876315148
85355,88,1672,4,876334926
6586,751,1600,5,879940540
33299,800,1657,3,884497984
72946,546,1462,3,882328531
55675,180,1162,3,888323076
11508,724,1575,4,875155046
6359,865,1321,2,880226126
55595,160,1272,4,891577717
40979,811,837,4,893634331
14211,800,651,3,876411092
76386,602,1600,3,876020986
5609,806,1583,3,879903874
34871,553,654,3,879224772
39232,469,1412,1,887416856
30346,540,1109,2,883279773
31523,915,1190,4,879822570
29820,571,1462,5,882752696
26371,802,1402,1,884573163
13401,992,1442,5,879729652
61186,724,1125,2,875160480
41606,394,1658,3,881294415
41580,476,1297,4,885004352
73293,473,1584,4,879824781
13486,982,1382,5,880500607
57939,226,1298,2,888925108
12378,628,1375,4,877237500
36622,667,1532,4,891413666
14859,941,1426,1,888571619
7214,710,1268,5,880842760
84100,196,85,4,879809365
13394,571,1072,3,882753978
69975,311,1295,5,877044462
42301,578,1414,5,875497693
56158,318,1316,2,888890243
59004,661,1555,3,891404727
28645,971,1400,3,883189067
67738,548,1677,2,877193915
82355,111,1450,4,880545349
31577,421,1532,4,881320312
76398,455,980,3,883483834
2998,766,1408,4,891401991
71179,992,1190,4,879730403
10118,800,898,4,884498655
60936,713,1465,4,875702418
46186,541,1440,2,879929952
48457,938,1024,3,879740803
51866,324,855,5,893054568
29848,874,1360,5,888223152
82945,139,1458,5,881642674
32692,513,722,1,883813421
55966,317,1567,5,893654378
22426,657,1179,5,876776308
10609,724,1490,4,875160264
31730,545,1435,4,879480322
35734,974,1579,3,891745710
17879,850,1549,4,879114994
19800,831,1202,3,891727340
53088,441,1150,4,891403281
1029,672,1109,3,885415188
3094,710,1296,3,880843511
45423,361,1187,4,891607200
75206,130,890,3,880083053
8832,715,798,4,890963754
83785,194,1025,3,882756551
16352,938,937,1,879741021
79457,114,1606,4,876401370
3430,812,1072,5,875442370
28199,481,791,5,883618318
44042,314,1466,4,879914885
32257,964,827,3,882525556
6675,719,1162,4,881568690
76322,688,528,5,892067708
7146,816,934,3,890275908
8769,725,1583,3,876565785
43926,499,860,4,883716825
15280,844,1689,2,888554076
20103,536,1400,4,878722796
54848,269,1692,2,886552851
38675,468,1190,5,889003367
76710,186,1647,4,885779302
17118,721,592,1,892542443
69184,879,1675,5,891758486
11217,593,1489,4,875412570
23628,622,1452,3,884204004
4452,724,1069,3,875164582
80068,434,1678,3,882017528
34809,468,198,1,875164570
58039,279,1631,4,877508452
11168,671,1619,2,892024470
665,957,880,2,884397912
61904,153,1290,1,879307025
59834,119,1611,4,876905747
4293,766,1099,3,892702935
32506,720,588,4,892070494
25726,489,1401,2,890372997
68489,694,1397,3,876871963
33720,467,1418,4,889212747
76007,104,1669,3,887527000
16021,553,877,3,879223335
58869,239,1573,3,876558195
78632,175,829,3,881300453
50184,215,1491,3,879807213
32892,385,679,5,879816289
22479,682,1539,3,884864908
53584,545,1647,1,879480585
70751,66,929,3,891565120
34409,710,640,3,881100441
14041,657,1553,4,876770984
53802,468,1384,4,888999943
2577,718,1429,3,882071089
57932,732,1248,1,876882172
3039,913,910,4,880245055
61425,93,1600,5,880526882
30378,712,1579,2,887261233
29039,502,1677,4,882323766
2391,746,1443,3,886839559
5610,915,533,3,880197379
42449,906,990,3,892089287
57920,628,1482,5,877237651
29753,584,1231,4,893510159
9724,747,1252,2,891997053
16093,688,1521,5,892066963
24141,494,1650,5,878413022
68868,283,1400,5,885009978
78303,992,1457,2,879729902
19332,726,938,5,879313780
73622,253,1524,4,889007128
78901,218,1166,3,891868279
1095,764,1513,3,890486510
6481,875,1293,2,893207482
14302,806,1507,4,879892960
64213,613,1137,2,886850021
68483,77,869,4,880756381
30030,595,898,1,885916219
23110,856,635,4,888473884
24483,637,1378,2,891862129
19063,768,1550,3,891933265
40135,637,1605,3,891864864
4274,870,1647,3,876620142
18651,822,1498,5,883194952
18628,593,1631,4,875410739
65186,104,1548,3,887528286
17166,564,1543,5,888137152
40363,447,1083,4,880317212
13458,666,908,4,891914427
35154,793,1520,3,880033522
76576,414,1416,3,884425688
42081,407,1631,5,876028589
61560,289,1307,4,880362948
73080,594,503,3,879908054
19653,563,1611,2,880508271
51825,601,1432,3,882708454
81547,276,268,1,884126378
58059,284,1485,5,880164216
6883,664,1492,2,878126100
21639,528,1018,4,887666093
76189,167,1185,3,875403830
27057,563,1521,4,881370515
75990,463,1007,4,886399956
84919,590,1428,4,888995308
7391,764,1552,4,890485198
521,856,922,4,888474214
1076,731,1490,1,891817778
7622,618,1169,4,876315000
6923,724,860,3,875155067
12513,725,954,4,880682648
66229,139,1318,5,881642950
33191,786,1525,5,893036323
2701,910,1521,5,891753559
41751,373,1631,3,879898025
29839,669,1466,4,877564803
18830,603,1362,4,883207687
36066,584,1162,4,885482578
72791,160,1397,5,891571059
37574,625,1127,4,886990301
51414,240,1096,4,876036389
68869,613,747,2,886852182
59756,910,655,2,891754013
54644,204,1427,2,893029026
65055,379,1693,4,881106523
21036,521,1452,4,879828362
14135,593,1526,5,875410845
51543,261,1568,4,887327209
65078,661,1482,3,891402980
70900,591,995,2,881477345
76665,273,1426,5,884077608
81073,399,1225,4,876715060
15948,606,1141,4,881256916
75777,196,650,3,879810439
63016,784,1192,4,881800734
46314,553,1689,4,879224378
32263,493,1390,4,890332332
43737,542,1103,3,886763192
30233,786,1238,4,893036367
74888,153,1604,4,879308471
62578,214,976,4,883212465
12525,622,639,2,880412624
52523,249,1630,4,889666040
41395,565,1685,3,884500316
62125,423,1402,4,885187256
27250,872,665,3,880337091
31106,452,1081,3,891783956
61430,355,1635,4,892422994
25495,776,956,1,888471816
43996,699,1022,2,882443556
